Province,City_District,Region_Type,Industry_Type,User_Type,Age_Group,Gender,Year_Month,User_Count,Transaction_Count,Transaction_Amount
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,60s_and_above,F,2018-04,130,192,11620215
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,60s_and_above,M,2018-04,421,578,61920520
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,50s,F,2018-04,392,573,45790238
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,50s,M,2018-04,1051,1385,151875490
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,40s,F,2018-04,532,778,66419888
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,40s,M,2018-04,1054,1387,119586980
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,30s,F,2018-04,425,585,17411000
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,30s,M,2018-04,435,684,30486005
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,Under_20,F,2018-04,15,28,106600
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,Under_20,M,2018-04,25,67,244110
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,20s,F,2018-04,261,383,5434605
Jeju-do,Jeju-si,Rural,Culture_Leisure,Jeju_Resident,20s,M,2018-04,239,601,6639900
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,60s_and_above,F,2018-04,765,1027,72647640
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,60s_and_above,M,2018-04,1398,1924,221496255
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,50s,F,2018-04,1751,2245,125955985
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,50s,M,2018-04,2214,2801,274409401
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,40s,F,2018-04,1910,2514,103147403
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,40s,M,2018-04,2427,3195,197858700
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,30s,F,2018-04,2209,2886,64991655
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,30s,M,2018-04,2113,2805,80408589
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,Under_20,F,2018-04,156,185,1339500
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,Under_20,M,2018-04,83,92,492500
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,20s,F,2018-04,1177,1415,28735460
Jeju-do,Jeju-si,Rural,Culture_Leisure,Domestic_Tourist,20s,M,2018-04,738,1073,20291400
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,60s_and_above,F,2018-04,1033,1749,116624683
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,60s_and_above,M,2018-04,3891,8143,463112670
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,50s,F,2018-04,1376,2277,137359997
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,50s,M,2018-04,3019,5996,361029419
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,40s,F,2018-04,1335,2178,130258361
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,40s,M,2018-04,2622,4810,309449283
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,30s,F,2018-04,934,1381,66121082
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,30s,M,2018-04,1394,2209,110086576
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,Under_20,F,2018-04,4,6,277425
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,Under_20,M,2018-04,8,8,242700
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,20s,F,2018-04,346,470,17256336
Jeju-do,Jeju-si,Rural,Transportation,Jeju_Resident,20s,M,2018-04,509,792,29244145
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,60s_and_above,F,2018-04,740,912,45806301
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,60s_and_above,M,2018-04,1647,2070,119310313
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,50s,F,2018-04,1804,2254,100211963
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,50s,M,2018-04,3102,3806,221267314
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,40s,F,2018-04,1786,2164,88088871
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,40s,M,2018-04,3510,4301,219597843
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,30s,F,2018-04,2687,3125,102327302
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,30s,M,2018-04,4135,4773,185395951
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,Under_20,F,2018-04,1,1,81300
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,Under_20,M,2018-04,8,11,163000
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,20s,F,2018-04,2275,2565,62198545
Jeju-do,Jeju-si,Rural,Transportation,Domestic_Tourist,20s,M,2018-04,1896,2159,69453378
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,60s_and_above,F,2018-04,253,344,46459270
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,60s_and_above,M,2018-04,1182,1644,197562820
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,50s,F,2018-04,828,1021,80724050
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,50s,M,2018-04,3793,5753,797859233
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,40s,F,2018-04,1261,1574,112502000
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,40s,M,2018-04,4490,6489,1016843994
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,30s,F,2018-04,1056,1304,76754085
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,30s,M,2018-04,3060,4207,468387058
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,Under_20,F,2018-04,28,38,1155800
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,Under_20,M,2018-04,38,50,1865450
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,20s,F,2018-04,1746,2489,109695605
Jeju-do,Jeju-si,Urban,Entertainment,Jeju_Resident,20s,M,2018-04,2464,3806,215702770
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,60s_and_above,F,2018-04,149,180,24628800
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,60s_and_above,M,2018-04,318,415,72732900
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,50s,F,2018-04,317,383,42784320
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,50s,M,2018-04,1025,1320,251292300
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,40s,F,2018-04,282,330,35553300
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,40s,M,2018-04,1035,1385,256086300
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,30s,F,2018-04,243,296,20701600
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,30s,M,2018-04,831,1129,131694560
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,Under_20,F,2018-04,2,4,236200
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,Under_20,M,2018-04,4,16,240800
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,20s,F,2018-04,363,476,27690810
Jeju-do,Jeju-si,Urban,Entertainment,Domestic_Tourist,20s,M,2018-04,541,779,48275709
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,60s_and_above,F,2018-04,9395,16218,500036536
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,60s_and_above,M,2018-04,16761,32490,1228359615
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,50s,F,2018-04,21313,44539,1233896672
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,50s,M,2018-04,30770,69272,2451758934
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,40s,F,2018-04,31000,74862,1813114123
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,40s,M,2018-04,36846,85219,2794501945
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,30s,F,2018-04,27278,63047,1337242185
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,30s,M,2018-04,30174,70274,1931137492
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,Under_20,F,2018-04,1295,3263,36115064
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,Under_20,M,2018-04,1239,2862,36922069
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,20s,F,2018-04,23235,62866,1075978452
Jeju-do,Jeju-si,Urban,Food_Beverage,Jeju_Resident,20s,M,2018-04,19564,51587,1086695505
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,60s_and_above,F,2018-04,5134,6767,318250317
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,60s_and_above,M,2018-04,8589,12059,569293197
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,50s,F,2018-04,11235,15285,654953602
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,50s,M,2018-04,16631,25597,1116315959
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,40s,F,2018-04,12504,18513,598946214
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,40s,M,2018-04,19560,30691,1101877787
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,30s,F,2018-04,19243,26962,705628883
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,30s,M,2018-04,22432,33656,945560751
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,Under_20,F,2018-04,333,490,5590741
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,Under_20,M,2018-04,387,537,6390090
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,20s,F,2018-04,15916,24375,498337782
Jeju-do,Jeju-si,Urban,Food_Beverage,Domestic_Tourist,20s,M,2018-04,11965,20027,440410725
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,60s_and_above,F,2018-04,202,270,97775161
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,60s_and_above,M,2018-04,358,558,140185739
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,50s,F,2018-04,339,460,83152090
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,50s,M,2018-04,683,912,173999372
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,40s,F,2018-04,375,500,52695898
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,40s,M,2018-04,911,1232,96987897
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,30s,F,2018-04,327,423,58198190
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,30s,M,2018-04,722,996,105426784
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,Under_20,F,2018-04,6,6,232000
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,Under_20,M,2018-04,21,28,963800
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,20s,F,2018-04,412,543,25029660
Jeju-do,Jeju-si,Urban,Accommodation,Jeju_Resident,20s,M,2018-04,656,874,36883517
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,60s_and_above,F,2018-04,321,435,58471746
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,60s_and_above,M,2018-04,763,960,137158072
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,50s,F,2018-04,747,913,117579546
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,50s,M,2018-04,1579,2024,250203317
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,40s,F,2018-04,875,1187,151059419
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,40s,M,2018-04,1804,2351,235540970
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,30s,F,2018-04,1067,1351,160043956
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,30s,M,2018-04,1565,1978,205123584
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,Under_20,F,2018-04,20,23,864000
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,Under_20,M,2018-04,17,24,465000
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,20s,F,2018-04,732,836,68489288
Jeju-do,Jeju-si,Urban,Accommodation,Domestic_Tourist,20s,M,2018-04,702,804,48567649
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,60s_and_above,F,2018-04,11690,34884,1128073190
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,60s_and_above,M,2018-04,15145,45016,1227459150
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,50s,F,2018-04,21586,71219,1980263658
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,50s,M,2018-04,28052,93139,2032823845
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,40s,F,2018-04,28910,97701,2360892317
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,40s,M,2018-04,37218,128796,2475551594
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,30s,F,2018-04,24232,74762,1500017965
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,30s,M,2018-04,31228,109196,1578176455
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,Under_20,F,2018-04,1321,4407,21538554
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,Under_20,M,2018-04,1684,6732,29331878
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,20s,F,2018-04,20043,68098,740968848
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,20s,M,2018-04,22227,85942,714624767
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,60s_and_above,F,2018-04,6891,12135,600694488
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,60s_and_above,M,2018-04,9718,17974,796372720
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,50s,F,2018-04,13916,24618,1150466081
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,50s,M,2018-04,19994,41660,1500097723
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,40s,F,2018-04,14118,27615,1123672219
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,40s,M,2018-04,23799,50837,1545995326
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,30s,F,2018-04,18409,33666,1178445216
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,30s,M,2018-04,24692,49947,1335015854
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,Under_20,F,2018-04,911,1457,37482750
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,Under_20,M,2018-04,638,1046,15042170
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,20s,F,2018-04,15280,29986,762262421
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,20s,M,2018-04,14256,34275,568445884
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,60s_and_above,F,2018-04,5864,8934,889105336
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,60s_and_above,M,2018-04,5150,7478,769052429
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,50s,F,2018-04,8468,13352,1297486305
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,50s,M,2018-04,7627,11469,1065217488
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,40s,F,2018-04,10396,17540,1225136144
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,40s,M,2018-04,8498,13294,1072229071
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,30s,F,2018-04,7381,11801,710877755
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,30s,M,2018-04,5517,8138,536057910
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,Under_20,F,2018-04,354,698,13456460
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,Under_20,M,2018-04,234,384,8883420
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,20s,F,2018-04,5114,7884,353252383
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,20s,M,2018-04,3421,5105,253916180
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,60s_and_above,F,2018-04,5049,6023,394392470
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,60s_and_above,M,2018-04,4828,5700,385982982
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,50s,F,2018-04,7678,9312,487215882
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,50s,M,2018-04,7354,8885,526335327
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,40s,F,2018-04,6436,7947,361089975
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,40s,M,2018-04,7319,8983,406424116
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,30s,F,2018-04,7953,9783,368585976
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,30s,M,2018-04,7580,9301,363925708
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,Under_20,F,2018-04,622,751,14723250
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,Under_20,M,2018-04,559,660,13615100
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,20s,F,2018-04,6515,8155,237087243
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,20s,M,2018-04,3858,4646,148116780
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,60s_and_above,F,2018-04,583,811,36565398
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,60s_and_above,M,2018-04,1295,1856,107745811
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,50s,F,2018-04,2165,3066,116714356
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,50s,M,2018-04,3393,4683,259349974
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,40s,F,2018-04,5258,7790,225998438
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,40s,M,2018-04,4908,7330,291688972
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,30s,F,2018-04,3631,5337,146904299
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,30s,M,2018-04,3271,5264,131851832
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,Under_20,F,2018-04,458,789,8055327
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,Under_20,M,2018-04,559,1356,12643323
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,20s,F,2018-04,3789,6272,117877654
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,20s,M,2018-04,4495,11970,133449000
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,60s_and_above,F,2018-04,260,354,22184117
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,60s_and_above,M,2018-04,468,608,66008952
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,50s,F,2018-04,579,735,45890971
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,50s,M,2018-04,1126,1541,127951234
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,40s,F,2018-04,800,1165,45990260
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,40s,M,2018-04,1291,1849,92253277
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,30s,F,2018-04,846,1133,27497845
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,30s,M,2018-04,1272,1924,47940394
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,Under_20,F,2018-04,108,153,2537100
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,Under_20,M,2018-04,184,286,3911890
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,20s,F,2018-04,1054,1529,24422655
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,20s,M,2018-04,1417,3393,38009276
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,60s_and_above,F,2018-04,3046,4324,238144880
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,60s_and_above,M,2018-04,6713,10498,610891644
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,50s,F,2018-04,6252,8867,533614418
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,50s,M,2018-04,9916,15522,933413978
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,40s,F,2018-04,7088,10091,519920110
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,40s,M,2018-04,10566,15913,876227123
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,30s,F,2018-04,5083,6794,322088737
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,30s,M,2018-04,7234,10320,482568808
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,Under_20,F,2018-04,11,13,588941
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,Under_20,M,2018-04,31,35,1067480
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,20s,F,2018-04,2371,3007,126762071
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,20s,M,2018-04,3240,4375,171401005
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,60s_and_above,F,2018-04,1513,1695,147565921
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,60s_and_above,M,2018-04,3329,3829,309510405
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,50s,F,2018-04,4223,4662,431957773
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,50s,M,2018-04,6927,7916,684701972
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,40s,F,2018-04,5245,5860,640016406
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,40s,M,2018-04,9034,10406,1036627543
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,30s,F,2018-04,8496,9157,983635386
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,30s,M,2018-04,11162,12455,1055387112
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,Under_20,F,2018-04,23,24,1759300
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,Under_20,M,2018-04,28,36,3244886
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,20s,F,2018-04,5711,5915,611816017
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,20s,M,2018-04,4899,5369,424311424
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,60s_and_above,F,2018-04,16,20,2161900
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,60s_and_above,M,2018-04,204,379,46710822
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,50s,F,2018-04,89,135,15456350
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,50s,M,2018-04,405,775,121999160
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,40s,F,2018-04,81,100,8554300
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,40s,M,2018-04,362,694,122974300
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,30s,F,2018-04,43,58,3681850
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,30s,M,2018-04,155,263,32887950
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,Under_20,F,2018-04,3,4,329800
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,Under_20,M,2018-04,1,1,180000
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,20s,F,2018-04,35,48,2758000
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,20s,M,2018-04,76,131,10368200
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,60s_and_above,F,2018-04,20,25,1785700
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,60s_and_above,M,2018-04,64,93,14450350
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,50s,F,2018-04,43,53,3215100
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,50s,M,2018-04,146,250,42982700
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,40s,F,2018-04,39,46,2776800
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,40s,M,2018-04,127,195,26956900
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,30s,F,2018-04,48,91,3824080
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,30s,M,2018-04,87,149,17773900
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,Under_20,F,2018-04,1,1,300000
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,20s,F,2018-04,44,47,1907800
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,20s,M,2018-04,53,69,3314200
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,60s_and_above,F,2018-04,1048,1938,82158329
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,60s_and_above,M,2018-04,2447,5096,227065794
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,50s,F,2018-04,2215,4664,155004013
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,50s,M,2018-04,3600,8566,354552593
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,40s,F,2018-04,2654,6314,181133691
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,40s,M,2018-04,3885,9174,318769962
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,30s,F,2018-04,2176,4714,115464414
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,30s,M,2018-04,2592,5473,160603293
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,Under_20,F,2018-04,58,122,1989695
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,Under_20,M,2018-04,71,139,2379875
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,20s,F,2018-04,1212,2450,53834265
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,20s,M,2018-04,1173,2510,63037305
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,60s_and_above,F,2018-04,2441,3385,173946315
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,60s_and_above,M,2018-04,3673,5267,277533695
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,50s,F,2018-04,5197,7447,348949981
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,50s,M,2018-04,5927,9400,453235192
