Province,City_District,Region_Type,Industry_Type,User_Type,Age_Group,Gender,Year_Month,User_Count,Transaction_Count,Transaction_Amount
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,60s_and_above,M,2017-06,13950,41937,1182911799
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,50s,F,2017-06,21276,70322,2018137267
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,50s,M,2017-06,26638,90257,2049224189
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,40s,F,2017-06,29362,104009,2511609450
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,40s,M,2017-06,37607,133859,2605728302
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,30s,F,2017-06,25719,81802,1684591446
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,30s,M,2017-06,34197,120708,1772897520
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,20s,F,2017-06,22574,74497,842658681
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,20s,M,2017-06,23678,90578,781242572
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,Below_20,F,2017-06,1449,4322,23387140
Jeju-do,Jeju-si,Urban,Shopping,Jeju_Resident,Below_20,M,2017-06,1619,6349,28489750
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,60s_and_above,F,2017-06,5455,9803,478237183
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,60s_and_above,M,2017-06,8387,16136,723855053
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,50s,F,2017-06,11858,21601,977413527
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,50s,M,2017-06,20110,42056,1510752729
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,40s,F,2017-06,15049,28907,1182270261
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,40s,M,2017-06,27303,58331,1782972998
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,30s,F,2017-06,21322,39666,1418934717
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,30s,M,2017-06,29515,60279,1641807400
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,20s,F,2017-06,20234,37186,942185639
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,20s,M,2017-06,18337,40099,722149449
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,Below_20,F,2017-06,442,858,18286140
Jeju-do,Jeju-si,Urban,Shopping,Domestic_Tourist,Below_20,M,2017-06,416,720,11324370
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,60s_and_above,F,2017-06,5800,9062,838392830
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,60s_and_above,M,2017-06,5439,8074,785382400
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,50s,F,2017-06,10005,16209,1393030469
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,50s,M,2017-06,8437,12883,1027707018
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,40s,F,2017-06,12207,20626,1317625310
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,40s,M,2017-06,9446,14981,1156758209
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,30s,F,2017-06,9527,15526,803166345
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,30s,M,2017-06,6897,10250,643086425
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,20s,F,2017-06,8188,14271,467410674
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,20s,M,2017-06,4102,5954,269244724
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,Below_20,F,2017-06,519,959,21098650
Jeju-do,Jeju-si,Urban,Retail,Jeju_Resident,Below_20,M,2017-06,208,276,9766210
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,60s_and_above,F,2017-06,2839,3410,201523030
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,60s_and_above,M,2017-06,3414,4105,266155526
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,50s,F,2017-06,5563,6806,362773113
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,50s,M,2017-06,6544,8003,443271705
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,40s,F,2017-06,6358,7911,354930519
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,40s,M,2017-06,7773,9471,464096807
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,30s,F,2017-06,8893,10958,394621939
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,30s,M,2017-06,8162,9789,390555973
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,20s,F,2017-06,8631,10599,291287468
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,20s,M,2017-06,4701,5657,186881213
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,Below_20,F,2017-06,315,405,7832410
Jeju-do,Jeju-si,Urban,Retail,Domestic_Tourist,Below_20,M,2017-06,482,619,11801650
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,60s_and_above,F,2017-06,456,613,22376487
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,60s_and_above,M,2017-06,1080,1584,90010296
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,50s,F,2017-06,1850,2511,105755713
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,50s,M,2017-06,2932,4010,227950307
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,40s,F,2017-06,4732,6767,197155475
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,40s,M,2017-06,4603,6520,263339009
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,30s,F,2017-06,3743,5293,135406550
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,30s,M,2017-06,3409,4969,142945995
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,20s,F,2017-06,3668,5104,94561130
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,20s,M,2017-06,3397,6313,107770440
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,Below_20,F,2017-06,381,528,5700470
Jeju-do,Jeju-si,Urban,Culture_Leisure,Jeju_Resident,Below_20,M,2017-06,414,805,8988230
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,60s_and_above,F,2017-06,144,178,8764740
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,60s_and_above,M,2017-06,417,525,59093923
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,50s,F,2017-06,489,601,31692432
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,50s,M,2017-06,1059,1333,116052586
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,40s,F,2017-06,782,985,44737670
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,40s,M,2017-06,1349,1781,112238355
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,30s,F,2017-06,977,1231,29205410
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,30s,M,2017-06,1343,1702,44801188
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,20s,F,2017-06,1314,1652,30200970
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,20s,M,2017-06,1344,1969,32929500
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,Below_20,F,2017-06,37,47,363900
Jeju-do,Jeju-si,Urban,Culture_Leisure,Domestic_Tourist,Below_20,M,2017-06,78,100,725000
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,60s_and_above,F,2017-06,8615,16912,1085017710
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,60s_and_above,M,2017-06,14496,29304,2121046384
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,50s,F,2017-06,14344,28372,1878126595
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,50s,M,2017-06,18571,37486,2793673242
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,40s,F,2017-06,19748,41439,2886675736
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,40s,M,2017-06,21753,46185,3129503675
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,30s,F,2017-06,19111,41280,2829485426
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,30s,M,2017-06,15502,30750,1504843818
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,20s,F,2017-06,9421,16632,747116934
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,20s,M,2017-06,6625,10847,348492533
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,Below_20,F,2017-06,367,620,12853500
Jeju-do,Jeju-si,Urban,Other,Jeju_Resident,Below_20,M,2017-06,384,647,7588670
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,60s_and_above,F,2017-06,1501,2493,157733790
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,60s_and_above,M,2017-06,2743,4638,281090375
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,50s,F,2017-06,3761,5991,344720789
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,50s,M,2017-06,6138,10124,659221971
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,40s,F,2017-06,5577,9248,634419508
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,40s,M,2017-06,8412,13637,915991070
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,30s,F,2017-06,9891,15226,1167053301
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,30s,M,2017-06,10226,15447,1105867708
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,20s,F,2017-06,9369,12722,1170106699
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,20s,M,2017-06,5689,7897,606147678
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,Below_20,F,2017-06,69,96,4468590
Jeju-do,Jeju-si,Urban,Other,Domestic_Tourist,Below_20,M,2017-06,63,83,9688100
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,60s_and_above,F,2017-06,2341,3320,182407085
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,60s_and_above,M,2017-06,5801,9181,523273881
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,50s,F,2017-06,5852,8528,498110938
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,50s,M,2017-06,9339,14560,848214963
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,40s,F,2017-06,7172,10474,524857809
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,40s,M,2017-06,10522,16087,872866144
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,30s,F,2017-06,5244,7129,327330839
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,30s,M,2017-06,7794,11106,517965265
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,20s,F,2017-06,2485,3269,122280857
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,20s,M,2017-06,3429,4743,189283716
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,Below_20,F,2017-06,13,19,637100
Jeju-do,Jeju-si,Urban,Transportation,Jeju_Resident,Below_20,M,2017-06,12,18,657870
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,60s_and_above,F,2017-06,1209,1583,128894721
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,60s_and_above,M,2017-06,2678,3436,265958901
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,50s,F,2017-06,3663,4692,418055028
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,50s,M,2017-06,6720,8580,702034342
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,40s,F,2017-06,5566,7069,632981909
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,40s,M,2017-06,9978,12465,988221040
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,30s,F,2017-06,9406,11572,980765615
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,30s,M,2017-06,12388,15195,1169437749
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,20s,F,2017-06,8221,9968,905598507
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,20s,M,2017-06,6539,7892,624895232
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,Below_20,F,2017-06,31,40,4071200
Jeju-do,Jeju-si,Urban,Transportation,Domestic_Tourist,Below_20,M,2017-06,30,39,6186400
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,60s_and_above,F,2017-06,18,20,2627000
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,60s_and_above,M,2017-06,144,232,26449000
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,50s,F,2017-06,70,96,10086000
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,50s,M,2017-06,362,676,97376177
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,40s,F,2017-06,56,88,8013500
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,40s,M,2017-06,351,665,110511000
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,30s,F,2017-06,40,53,6419000
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,30s,M,2017-06,163,297,45913500
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,20s,F,2017-06,23,31,1841021
Jeju-do,Seogwipo-si,Rural,Entertainment,Jeju_Resident,20s,M,2017-06,64,75,4503000
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,60s_and_above,F,2017-06,25,35,3783000
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,60s_and_above,M,2017-06,65,99,9715000
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,50s,F,2017-06,46,74,7900520
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,50s,M,2017-06,171,292,38834500
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,40s,F,2017-06,32,43,5079000
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,40s,M,2017-06,169,262,40537500
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,30s,F,2017-06,51,60,3053500
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,30s,M,2017-06,114,160,13563500
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,20s,F,2017-06,48,62,2794000
Jeju-do,Seogwipo-si,Rural,Entertainment,Domestic_Tourist,20s,M,2017-06,69,80,4502500
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,60s_and_above,F,2017-06,855,1502,57197610
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,60s_and_above,M,2017-06,2028,4174,204841924
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,50s,F,2017-06,1927,3725,132364225
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,50s,M,2017-06,3357,7830,316955688
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,40s,F,2017-06,2499,5877,164737350
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,40s,M,2017-06,3738,8980,302121814
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,30s,F,2017-06,2194,4537,103248872
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,30s,M,2017-06,2780,5917,156524671
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,20s,F,2017-06,1154,2176,41382000
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,20s,M,2017-06,1166,2564,57885530
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,Below_20,F,2017-06,63,141,2678300
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Jeju_Resident,Below_20,M,2017-06,65,131,2209700
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,60s_and_above,F,2017-06,1744,2429,117192670
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,60s_and_above,M,2017-06,2773,4337,207259998
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,50s,F,2017-06,3936,5642,225665442
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,50s,M,2017-06,5444,8623,368520490
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,40s,F,2017-06,5712,8526,296196300
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,40s,M,2017-06,8183,13427,491328362
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,30s,F,2017-06,10059,14998,444331926
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,30s,M,2017-06,10825,16483,504017455
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,20s,F,2017-06,8256,11680,285413890
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,20s,M,2017-06,5421,7911,195140850
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,Below_20,F,2017-06,261,328,5098030
Jeju-do,Seogwipo-si,Rural,Food_Beverage,Domestic_Tourist,Below_20,M,2017-06,219,312,5420430
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,60s_and_above,M,2017-06,23,46,3417800
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,50s,F,2017-06,37,54,1174500
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,50s,M,2017-06,70,89,4342300
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,40s,F,2017-06,57,78,6806900
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,40s,M,2017-06,89,139,6498900
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,30s,F,2017-06,83,105,3024055
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,30s,M,2017-06,105,172,6027140
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,20s,F,2017-06,58,73,1409780
Jeju-do,Seogwipo-si,Rural,Accommodation,Jeju_Resident,20s,M,2017-06,59,68,1969450
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,60s_and_above,F,2017-06,205,258,11714930
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,60s_and_above,M,2017-06,331,442,25923408
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,50s,F,2017-06,606,752,38207701
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,50s,M,2017-06,693,872,57199738
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,40s,F,2017-06,818,1032,56313807
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,40s,M,2017-06,1106,1535,94128101
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,30s,F,2017-06,1636,2137,92106988
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,30s,M,2017-06,1517,1940,91642665
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,20s,F,2017-06,1760,2118,43090730
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,20s,M,2017-06,816,943,21783144
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,Below_20,F,2017-06,29,33,294000
Jeju-do,Seogwipo-si,Rural,Accommodation,Domestic_Tourist,Below_20,M,2017-06,23,32,242000
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,60s_and_above,F,2017-06,822,3044,79961092
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,60s_and_above,M,2017-06,1709,5889,177265902
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,50s,F,2017-06,1800,7311,209327400
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,50s,M,2017-06,3036,11424,269323200
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,40s,F,2017-06,2270,9338,206456546
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,40s,M,2017-06,4131,16418,294344370
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,30s,F,2017-06,1773,6284,103886240
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,30s,M,2017-06,3170,11024,161054026
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,20s,F,2017-06,911,2693,32569740
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,20s,M,2017-06,1673,6309,58596760
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,Below_20,F,2017-06,74,323,1708530
Jeju-do,Seogwipo-si,Rural,Shopping,Jeju_Resident,Below_20,M,2017-06,102,548,2537990
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,60s_and_above,F,2017-06,972,2261,57059620
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,60s_and_above,M,2017-06,1627,3819,69625560
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,50s,F,2017-06,2201,4741,82875664
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,50s,M,2017-06,3822,8958,145629790
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,40s,F,2017-06,3388,6437,101857210
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,40s,M,2017-06,6233,14679,214456680
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,30s,F,2017-06,5562,9852,138919470
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,30s,M,2017-06,7744,15968,193240270
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,20s,F,2017-06,4639,7602,69678860
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,20s,M,2017-06,4816,9643,91100670
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,Below_20,F,2017-06,184,365,2210870
Jeju-do,Seogwipo-si,Rural,Shopping,Domestic_Tourist,Below_20,M,2017-06,246,379,2000450
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,60s_and_above,F,2017-06,296,503,39797430
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,60s_and_above,M,2017-06,404,573,52854210
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,50s,F,2017-06,587,1015,56727370
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,50s,M,2017-06,704,1118,56749610
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,40s,F,2017-06,632,1094,41956950
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,40s,M,2017-06,825,1363,62401462
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,30s,F,2017-06,471,706,23821490
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,30s,M,2017-06,507,778,22260785
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,20s,F,2017-06,211,294,6483240
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,20s,M,2017-06,285,542,9402830
Jeju-do,Seogwipo-si,Rural,Retail,Jeju_Resident,Below_20,F,2017-06,13,17,147100
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,60s_and_above,F,2017-06,1003,1212,121337340
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,60s_and_above,M,2017-06,949,1157,100964410
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,50s,F,2017-06,1700,2092,138892065
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,50s,M,2017-06,1594,1958,112219270
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,40s,F,2017-06,1939,2387,97145400
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,40s,M,2017-06,2252,2873,106110126
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,30s,F,2017-06,2652,3142,95944800
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,30s,M,2017-06,2505,3034,99289360
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,20s,F,2017-06,2224,2600,53978513
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,20s,M,2017-06,1141,1371,32978540
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,Below_20,F,2017-06,93,113,1254700
Jeju-do,Seogwipo-si,Rural,Retail,Domestic_Tourist,Below_20,M,2017-06,72,83,975000
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,60s_and_above,F,2017-06,126,191,11775100
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,60s_and_above,M,2017-06,607,1162,90067940
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,50s,F,2017-06,390,544,31988260
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,50s,M,2017-06,1004,1474,120084500
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,40s,F,2017-06,533,697,42846265
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,40s,M,2017-06,989,1370,102001040
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,30s,F,2017-06,470,568,21553080
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,30s,M,2017-06,490,592,25434255
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,20s,F,2017-06,223,259,5306930
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,20s,M,2017-06,189,239,7462275
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Jeju_Resident,Below_20,M,2017-06,11,17,268300
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,60s_and_above,F,2017-06,540,711,57740349
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,60s_and_above,M,2017-06,998,1429,140913450
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,50s,F,2017-06,1144,1358,71455780
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,50s,M,2017-06,1751,2173,199305395
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,40s,F,2017-06,1927,2394,98018075
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,40s,M,2017-06,2680,3415,177597835
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,30s,F,2017-06,2966,3832,127504450
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,30s,M,2017-06,2967,3766,132623465
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,20s,F,2017-06,1967,2275,55370980
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,20s,M,2017-06,1299,1484,43507660
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,Below_20,F,2017-06,48,58,827450
Jeju-do,Seogwipo-si,Rural,Culture_Leisure,Domestic_Tourist,Below_20,M,2017-06,38,43,396500
